incident_id,date_int,latitude,longitude,snapshot_quarter,severity_economic_usd,severity_casualties
102,19950801,22.2166667,91.7932,199503,0.0,1
103,19950802,-5.4666667,105.1667,199503,0.0,2
104,19950804,6.95,79.8432,199503,0.0,3
105,19950805,23.08333333,113.4167,199503,0.0,1
106,19950806,22.1166667,114.16,199503,0.0,0
107,19950807,22.0666667,114.6833,199503,0.0,1
108,19950808,3.7998,100.2997,199503,0.0,0
109,19950810,6.4166667,3.4167,199503,0.0,0
110,19950810,22.1216667,113.7917,199503,0.0,0
111,19950814,6.9,107.85,199503,0.0,1
112,19950814,22.15,114.1333,199503,0.0,3
113,19950816,5.1141,4.6667,199503,0.0,2
114,19950822,-22.8933333,-43.1667,199503,0.0,2
115,19950822,0.75,108.0833,199503,0.0,3
116,19950823,-23.9761667,-46.2872,199503,0.0,1
117,19950823,-22.8933333,-43.1667,199503,0.0,3
118,19950831,21.4166667,114.9,199503,0.0,2
119,19950910,21.8783333,88.0717,199503,0.0,0
120,19950910,21.8783333,88.0717,199503,0.0,2
121,19950912,10.415,75.5352,199503,0.0,2
122,19950913,11.25,102.0,199503,0.0,3
123,19950913,13.3516667,100.6067,199503,0.0,3
124,19950920,6.95,79.8432,199503,0.0,1
125,19950928,7.0,79.8133,199503,0.0,1
126,19951004,40.4265,17.1932,199504,0.0,1
127,19951007,22.8196667,70.2203,199504,0.0,2
128,19951008,22.8937,70.2195,199504,0.0,2
129,19951010,22.53333333,88.3167,199504,0.0,1
130,19951015,-24.0925,-46.3167,199504,0.0,3
131,19951015,22.26666667,114.1833,199504,0.0,3
132,19951017,22.15,114.1333,199504,0.0,2
133,19951017,6.95,79.8432,199504,0.0,3
134,19951018,-5.133333333,119.4,199504,0.0,3
135,19951018,13.3516667,100.6067,199504,0.0,2
136,19951019,-23.9761667,-46.2872,199504,0.0,1
137,19951019,-23.9761667,-46.2872,199504,0.0,1
138,19951023,-22.8933333,-43.1667,199504,0.0,2
139,19951027,7.7433,122.7689,199504,0.0,2
140,19951030,9.516666667,-13.7167,199504,0.0,3
141,19951030,6.95,79.8432,199504,0.0,1
142,19951030,-2.97,107.3167,199504,0.0,1
143,19951031,4.65,98.7,199504,0.0,3
144,19951031,4.15,118.8833,199504,0.0,1
145,19951101,22.1166667,114.1667,199504,0.0,0
146,19951103,-23.9761667,-46.2872,199504,0.0,0
147,19951104,0.283333333,9.5,199504,0.0,3
148,19951109,-2.1352,118.2061,199504,0.0,3
149,19951112,21.5778,108.3645,199504,0.0,1
150,19951112,5.805,118.0808,199504,0.0,3
151,19951114,-4.5116667,107.215,199504,0.0,1
152,19951115,-6.775,39.3533,199504,0.0,0
153,19951116,1.0186667,105.999,199504,0.0,2
154,19951125,22.26666667,114.1833,199504,0.0,0
155,19951125,22.2666667,114.2,199504,0.0,3
156,19951126,21.9698333,90.025,199504,0.0,2
157,19951127,-1.4433333,116.7667,199504,0.0,0
158,19951130,16.6962,120.1529,199504,0.0,2
159,19951205,9.6666667,128.0,199504,0.0,0
160,19951212,13.75,121.0432,199504,0.0,1
161,19951214,-1.0383333,117.25,199504,0.0,3
162,19951217,-23.9761667,-46.2872,199504,0.0,1
163,19951221,22.1692,114.2599,199504,0.0,0
164,19951222,-6.0886667,106.875,199504,0.0,0
165,19951223,-1.6916667,116.66,199504,0.0,0
166,19951227,5.2166667,-4.0283,199504,0.0,1
167,19960103,6.9583333,79.8517,199601,0.0,3
168,19960103,-7.2038333,112.7235,199601,0.0,1
169,19960104,10.9583333,-74.7583,199601,0.0,0
170,19960105,6.6933333,-58.1875,199601,0.0,2
171,19960107,13.6908333,100.5983,199601,0.0,1
172,19960108,6.9583333,79.8517,199601,0.0,3
173,19960108,7.1083333,112.6633,199601,0.0,0
174,19960108,-7.2038333,112.7235,199601,0.0,3
175,19960110,6.9583333,79.8517,199601,0.0,3
176,19960112,-12.1283333,-77.205,199601,0.0,1
177,19960113,-6.0976667,106.9025,199601,0.0,2
178,19960116,-7.2038333,112.7235,199601,0.0,3
179,19960116,41.0033333,39.7363,199601,0.0,3
180,19960118,7.1083333,112.6633,199601,0.0,1
181,19960118,7.1083333,112.6633,199601,0.0,0
182,19960119,13.6908333,100.5983,199601,0.0,2
183,19960120,7.1083333,112.6633,199601,0.0,2
184,19960120,30.8333333,123.8667,199601,0.0,3
185,19960121,-6.8265,39.2765,199601,0.0,3
186,19960127,-6.0418333,105.9193,199601,0.0,1
187,19960129,6.7595,96.1687,199601,0.0,1
188,19960207,23.0243333,70.2203,199601,0.0,2
189,19960207,5.2931667,-4.0,199601,0.0,1
190,19960208,17.7366667,-76.7533,199601,0.0,0
191,19960209,-6.0338333,106.8867,199601,0.0,0
192,19960211,-6.0338333,106.8867,199601,0.0,0
193,19960211,1.289,104.7218,199601,0.0,1
194,19960213,-7.2038333,112.7235,199601,0.0,1
195,19960219,13.6908333,100.5983,199601,0.0,1
196,19960226,6.7427,121.9964,199601,0.0,0
197,19960227,23.0243333,70.2203,199601,0.0,1
198,19960304,10.45,103.75,199601,0.0,0
199,19960304,14.5211667,120.9428,199601,0.0,3
200,19960305,14.5211667,120.9428,199601,0.0,1
201,19960305,1.85,102.4633,199601,0.0,3
202,19960306,-34.9033333,-56.204,199601,0.0,1
203,19960308,14.5211667,120.9428,199601,0.0,0
204,19960309,22.2383333,91.8267,199601,0.0,1
205,19960311,5.2931667,-4.0,199601,0.0,3
206,19960312,13.3333333,100.6333,199601,0.0,2
207,19960312,-6.0,106.9,199601,0.0,1
208,19960316,3.2546667,112.9535,199601,0.0,2
209,19960318,13.6908333,100.5983,199601,0.0,2
210,19960319,3.2546667,112.95,199601,0.0,3
211,19960324,22.3193333,114.1558,199601,0.0,1
212,19960327,9.5098333,-13.7093,199601,0.0,0
213,19960328,13.6908333,100.5983,199601,0.0,1
214,19960328,3.7836667,98.7007,199601,0.0,3
215,19960329,11.79,112.32,199601,0.0,0
216,19960330,-24.637,-46.305,199601,0.0,1
217,19960330,20.1166667,114.0,199601,0.0,3
218,19960406,13.6908333,100.5983,199602,0.0,1
219,19960408,22.3193333,114.1558,199602,0.0,2
220,19960408,-12.9551667,-38.5045,199602,0.0,0
221,19960411,-7.2038333,112.7235,199602,0.0,3
222,19960411,3.7836667,98.7007,199602,0.0,3
223,19960412,-6.0338333,106.8867,199602,0.0,2
224,19960418,22.3193333,114.1558,199602,0.0,2
225,19960420,3.1833333,112.8667,199602,0.0,0
226,19960421,13.6908333,100.5983,199602,0.0,3
227,19960421,3.1833333,112.8667,199602,0.0,2
228,19960424,5.4333333,5.4483,199602,0.0,1
229,19960424,6.0711667,95.1267,199602,0.0,2
230,19960425,13.6773,42.9565,199602,0.0,1
231,19960426,-22.8765,-43.1913,199602,0.0,3
232,19960427,-2.9922,104.8322,199602,0.0,3
233,19960501,22.0248,113.9138,199602,0.0,2
234,19960502,-22.8765,-43.1913,199602,0.0,1
235,19960502,-32.0536667,-52.0757,199602,0.0,3
236,19960502,22.26666667,114.1833,199602,0.0,3
237,19960504,13.6908333,100.5983,199602,0.0,1
238,19960507,-24.637,-46.305,199602,0.0,2
239,19960508,-12.1283333,-77.205,199602,0.0,2
240,19960516,22.2383333,91.8267,199602,0.0,1
241,19960516,13.138,100.825,199602,0.0,2
242,19960516,-12.7916667,-38.4867,199602,0.0,2
243,19960517,-2.52,-80.0867,199602,0.0,0
244,19960519,1.289,104.7218,199602,0.0,1
245,19960520,-8.0018,46.974,199602,0.0,1
246,19960521,-8.7838,116.5165,199602,0.0,1
247,19960526,21.929,114.4652,199602,0.0,0
248,19960527,6.9583333,79.8517,199602,0.0,1
249,19960531,3.6566667,-77.1617,199602,0.0,0
250,19960608,-2.52,-80.0867,199602,0.0,2
251,19960610,19.6333333,117.55,199602,0.0,0
252,19960612,21.8783333,88.0717,199602,0.0,0
253,19960614,-6.0338333,106.8867,199602,0.0,2
254,19960615,-12.9551667,-38.5045,199602,0.0,1
255,19960616,6.9378333,79.8245,199602,0.0,3
256,19960621,19.1333333,118.3833,199602,0.0,2
257,19960623,-12.9551667,-38.5045,199602,0.0,0
258,19960627,2.3,101.8333,199602,0.0,3
259,19960627,-0.5401667,117.1383,199602,0.0,2
260,19960708,-12.7916667,-38.4867,199603,0.0,3
261,19960709,29.1875,50.3683,199603,0.0,2
262,19960710,6.9583333,79.8517,199603,0.0,3
263,19960710,6.9583333,79.8517,199603,0.0,2
264,19960710,6.9583333,79.8517,199603,0.0,3
265,19960710,-6.0081667,105.9535,199603,0.0,2
266,19960713,13.6908333,100.5983,199603,0.0,2
267,19960725,-12.9551667,-38.5045,199603,0.0,2
268,19960726,-6.0338333,106.8867,199603,0.0,1
269,19960728,14.676,-17.4247,199603,0.0,0
270,19960801,-6.0418333,105.9193,199603,0.0,3
271,19960802,18.4188333,-70.03,199603,0.0,0
272,19960802,-6.8265,39.2765,199603,0.0,1
273,19960803,22.1333333,114.1167,199603,0.0,0
274,19960809,23.0243333,70.2203,199603,0.0,2
275,19960812,-12.9551667,-38.5045,199603,0.0,2
276,19960813,-22.8765,-43.1913,199603,0.0,1
277,19960814,-6.8265,39.2765,199603,0.0,3
278,19960815,22.305,114.135,199603,0.0,1
279,19960818,-0.0179,109.3579,199603,0.0,2
280,19960819,13.071,100.8905,199603,0.0,0
281,19960820,36.76,14.06,199603,0.0,2
282,19960821,-6.0976667,106.9025,199603,0.0,2
283,19960824,23.0243333,70.2203,199603,0.0,1
284,19960825,5.6258333,0.007,199603,0.0,2
285,19960828,3.7836667,98.7007,199603,0.0,3
286,19960830,-0.5401667,117.1383,199603,0.0,1
287,19960901,3.2166667,105.5,199603,0.0,1
288,19960903,-6.0338333,106.8867,199603,0.0,0
289,19960903,14.676,-17.4247,199603,0.0,0
290,19960905,-12.9551667,-38.5045,199603,0.0,1
291,19960906,22.2383333,91.8267,199603,0.0,1
292,19960909,-5.9531667,105.9922,199603,0.0,2
293,19960914,-2.6667,107.25,199603,0.0,3
294,19960914,-5.9531667,105.9922,199603,0.0,0
295,19960915,-6.0976667,106.9025,199603,0.0,0
296,19960916,3.7836667,98.7007,199603,0.0,1
297,19960921,23.0243333,70.2203,199603,0.0,3
298,19960922,5.0541667,119.615,199603,0.0,1
299,19960925,5.1933333,-4.03,199603,0.0,3
300,19960925,3.7836667,98.7007,199603,0.0,1
301,19960926,-22.8765,-43.1913,199603,0.0,0
302,19960926,-0.5401667,117.1383,199603,0.0,2
303,19960926,39.6241667,19.9073,199603,0.0,1
304,19960927,17.7833333,120.0833,199603,0.0,3
305,19960928,3.7836667,98.7007,199603,0.0,0
306,19960930,9.5098333,-13.7093,199603,0.0,0
307,19960930,5.6,5.25,199603,0.0,3
308,19961001,21.8783333,88.0717,199604,0.0,1
309,19961002,-5.9531667,105.9922,199604,0.0,0
310,19961003,3.7836667,98.7007,199604,0.0,3
311,19961005,3.6566667,-77.1617,199604,0.0,2
312,19961007,-2.52,-80.0867,199604,0.0,3
313,19961010,-6.0338333,106.8867,199604,0.0,3
314,19961011,-22.8765,-43.1913,199604,0.0,1
315,19961012,8.8083,-13.95,199604,0.0,1
316,19961018,40.4861667,17.1887,199604,0.0,2
317,19961018,5.6258333,0.007,199604,0.0,1
318,19961020,3.7836667,98.7007,199604,0.0,1
319,19961026,-5.8214,106.553,199604,0.0,2
320,19961027,12.8566667,100.7333,199604,0.0,2
321,19961027,-2.85,107.3,199604,0.0,1
322,19961031,3.7836667,98.7007,199604,0.0,2
323,19961105,12.1614,53.8104,199604,0.0,1
324,19961109,-5.4561667,105.3067,199604,0.0,1
325,19961109,-6.0081667,105.9535,199604,0.0,2
326,19961111,-2.9166667,107.2833,199604,0.0,0
327,19961111,-2.6667,107.25,199604,0.0,0
328,19961113,-2.0,107.3,199604,0.0,1
329,19961113,22.2083333,114.4883,199604,0.0,3
330,19961114,-22.8765,-43.1913,199604,0.0,3
331,19961114,5.815,118.0555,199604,0.0,2
332,19961114,0.875,104.3214,199604,0.0,0
333,19961119,13.1066667,80.305,199604,0.0,3
334,19961119,1.2705,104.051,199604,0.0,3
335,19961124,-0.6133333,104.1533,199604,0.0,2
336,19961130,6.45,3.3767,199604,0.0,1
337,19961202,-6.0338333,106.8867,199604,0.0,1
338,19961206,23.0243333,70.2203,199604,0.0,0
339,19961208,8.4898333,-13.2075,199604,0.0,1
340,19961215,22.2083333,114.4883,199604,0.0,2
341,19961226,22.2383333,91.8267,199604,0.0,3
342,19970101,11.95,50.75,199701,0.0,2
343,19970101,-2.2666667,-79.9,199701,0.0,1
344,19970104,-6.0886667,106.875,199701,0.0,1
345,19970106,5.616666667,-0.0167,199701,0.0,1
346,19970108,37.4386667,122.185,199701,0.0,1
347,19970108,37.4386667,122.185,199701,0.0,0
348,19970108,6.95,79.8432,199701,0.0,3
349,19970111,40.6047,33.3406,199701,0.0,2
350,19970113,-6.0886667,106.875,199701,0.0,0
351,19970114,14.5226667,120.7555,199701,0.0,2
352,19970117,-2.2666667,-79.9,199701,0.0,0
353,19970118,-7.1885,112.7467,199701,0.0,3
354,19970118,-7.1885,112.7467,199701,0.0,2
355,19970118,22.0666667,119.1333,199701,0.0,1
356,19970120,-1.25,116.7932,199701,0.0,1
357,19970121,14.5931667,121.0,199701,0.0,2
358,19970122,-4.3684,-73.4121,199701,0.0,3
359,19970127,14.5931667,121.0,199701,0.0,2
360,19970201,4.9115,48.4136,199701,0.0,3
361,19970201,6.5616,121.6183,199701,0.0,0
362,19970205,5.2931667,-4.0,199701,0.0,1
363,19970205,10.7166667,103.05,199701,0.0,0
364,19970207,6.35,99.6682,199701,0.0,3
365,19970209,36.7666667,34.6432,199701,0.0,3
366,19970209,18.4166667,-70.0,199701,0.0,1
367,19970209,14.5931667,121.0,199701,0.0,3
368,19970209,12.8797,121.774,199701,0.0,3
369,19970211,9.5166667,-13.7167,199701,0.0,3
370,19970212,6.5527,81.6353,199701,0.0,3
371,19970213,9.9666667,76.25,199701,0.0,0
372,19970215,-8.8,13.25,199701,0.0,1
373,19970218,-6.833333333,39.2833,199701,0.0,2
374,19970219,42.1641,41.638,199701,0.0,3
375,19970223,7.5827,121.4077,199701,0.0,2
376,19970225,-7.1885,112.7467,199701,0.0,2
377,19970226,22.8196667,70.2203,199701,0.0,0
378,19970227,5.5,5.7167,199701,0.0,2
379,19970228,22.8196667,70.2203,199701,0.0,2
380,19970228,22.4765,89.5765,199701,0.0,2
381,19970303,-22.8933333,-43.1667,199701,0.0,2
382,19970305,1.5666667,104.6,199701,0.0,0
383,19970305,12.5182,47.6446,199701,0.0,0
384,19970307,12.1166667,50.8333,199701,0.0,2
385,19970309,-22.8933333,-43.1667,199701,0.0,0
386,19970311,4.0699,4.7561,199701,0.0,2
387,19970313,6.8048,121.7486,199701,0.0,1
388,19970315,13.0666667,100.8667,199701,0.0,3
389,19970316,-5.4666667,105.1667,199701,0.0,1
390,19970318,8.75,78.3,199701,0.0,0
391,19970328,11.0698,108.3251,199701,0.0,0
392,19970328,5.2931667,-4.0,199701,0.0,0
393,19970331,-23.9761667,-46.2872,199701,0.0,2
394,19970401,14.6666667,-17.3667,199702,0.0,0
395,19970402,9.5166667,-13.7167,199702,0.0,3
396,19970403,-22.8933333,-43.1667,199702,0.0,0
397,19970403,-18.15,49.4167,199702,0.0,1
398,19970403,8.9166667,103.7333,199702,0.0,0
399,19970409,13.1166667,101.8767,199702,0.0,0
400,19970412,14.6666667,-17.3667,199702,0.0,1
401,19970417,6.9092,49.3771,199702,0.0,2
402,19970418,13.138,100.825,199702,0.0,3
403,19970419,5.1666667,5.1767,199702,0.0,3
404,19970421,17.975,-76.8382,199702,0.0,2
405,19970422,8.5,-13.2265,199702,0.0,2
406,19970422,22.4765,89.5765,199702,0.0,2
407,19970423,-2.6667,107.25,199702,0.0,3
408,19970424,17.975,-76.8382,199702,0.0,2
409,19970427,-2.6667,107.25,199702,0.0,3
410,19970428,-6.0166667,105.95,199702,0.0,3
411,19970429,6.7,121.9667,199702,0.0,0
412,19970429,6.7,121.9667,199702,0.0,2
413,19970430,-23.9761667,-46.2872,199702,0.0,2
414,19970501,4.0431667,9.6667,199702,0.0,1
415,19970501,23.0666667,113.8265,199702,0.0,1
416,19970501,15.1047,94.532,199702,0.0,1
417,19970503,3.7766667,98.6767,199702,0.0,1
418,19970504,14.078,41.9016,199702,0.0,0
419,19970504,14.078,41.9016,199702,0.0,3
420,19970504,22.8196667,70.2203,199702,0.0,1
421,19970504,22.8196667,70.2203,199702,0.0,2
422,19970506,-1.25,116.7932,199702,0.0,1
423,19970509,14.6666667,-17.3667,199702,0.0,3
424,19970511,-23.9761667,-46.2872,199702,0.0,2
425,19970512,6.45,3.3767,199702,0.0,2
426,19970516,-10.3323,148.3836,199702,0.0,2
427,19970518,-23.9761667,-46.2872,199702,0.0,1
428,19970520,-32.0536667,-52.0757,199702,0.0,2
429,19970520,-22.8933333,-43.1667,199702,0.0,1
430,19970520,40.5383,19.0126,199702,0.0,3
431,19970523,30.31666667,115.1333,199702,0.0,1
432,19970525,4.0431667,9.6667,199702,0.0,3
433,19970529,8.566666667,81.2333,199702,0.0,1
434,19970530,1.1245,104.0517,199702,0.0,3
435,19970530,52.9646,5.396,199702,0.0,0
436,19970530,39.364,-9.425,199702,0.0,2
437,19970531,22.8196667,70.2203,199702,0.0,1
438,19970603,10.25,-64.6267,199702,0.0,3
439,19970604,18.4166667,-70.0,199702,0.0,2
440,19970606,-5.9366667,106.0038,199702,0.0,2
441,19970611,39.4953,20.1845,199702,0.0,2
442,19970611,41.3125,19.3401,199702,0.0,2
443,19970613,0.0248333,117.538,199702,0.0,2
444,19970613,0.0248333,117.538,199702,0.0,1
445,19970613,14.6666667,-17.3667,199702,0.0,1
446,19970613,-2.8333,106.9667,199702,0.0,2
447,19970613,-6.0433333,105.9167,199702,0.0,0
448,19970615,-23.9761667,-46.2872,199702,0.0,2
449,19970617,-6.833333333,39.2833,199702,0.0,0
450,19970619,-0.5265,117.15,199702,0.0,2
451,19970623,22.8196667,70.2203,199702,0.0,2
452,19970624,-5.9366667,106.0038,199702,0.0,0
453,19970625,46.5,151.5,199702,0.0,0
454,19970626,-6.0166667,105.95,199702,0.0,3
455,19970628,3.0,101.4,199702,0.0,1
456,19970630,1.4666667,103.0667,199702,0.0,2
457,19970630,9.666666667,80.0167,199702,0.0,0
458,19970630,6.5527,81.6353,199702,0.0,0
459,19970701,-6.0886667,106.875,199703,0.0,3
460,19970701,8.9892,79.8801,199703,0.0,1
461,19970702,-2.6667,107.25,199703,0.0,1
462,19970702,-7.0166667,118.2333,199703,0.0,3
463,19970707,20.85,106.7,199703,0.0,3
464,19970708,20.9355,107.0892,199703,0.0,0
465,19970709,22.2166667,91.7932,199703,0.0,2
466,19970711,6.95,79.8432,199703,0.0,3
467,19970711,-22.8933333,-43.1667,199703,0.0,0
468,19970713,25.76666667,-80.1667,199703,0.0,2
469,19970713,14.5931667,121.0,199703,0.0,0
470,19970720,22.2166667,91.7932,199703,0.0,0
471,19970723,5.2931667,-4.0,199703,0.0,1
472,19970726,22.2166667,91.7932,199703,0.0,2
473,19970726,22.2166667,91.7932,199703,0.0,2
474,19970729,-5.4666667,105.1667,199703,0.0,0
475,19970731,8.5,-13.2265,199703,0.0,3
476,19970731,8.5,-13.2265,199703,0.0,0
477,19970808,-2.2666667,-79.9,199703,0.0,1
478,19970808,13.0666667,100.8667,199703,0.0,0
479,19970808,-8.6044,158.9257,199703,0.0,0
480,19970809,22.8196667,70.2203,199703,0.0,0
481,19970810,13.3516667,100.6067,199703,0.0,3
482,19970814,-5.4666667,105.1667,199703,0.0,2
483,19970815,-2.2666667,-79.9,199703,0.0,0
484,19970817,35.9375,14.3754,199703,0.0,1
485,19970820,13.0666667,100.8667,199703,0.0,3
486,19970821,-23.9761667,-46.2872,199703,0.0,0
487,19970822,-3.2666667,-80.0,199703,0.0,0
488,19970823,4.0431667,9.6667,199703,0.0,3
489,19970823,-6.833333333,39.2833,199703,0.0,2
490,19970825,-5.4666667,105.1667,199703,0.0,1
491,19970827,5.5,5.7167,199703,0.0,2
492,19970830,-6.0886667,106.875,199703,0.0,3
493,19970903,13.138,100.825,199703,0.0,3
494,19970905,6.95,79.8432,199703,0.0,1
495,19970908,5.4666667,119.4,199703,0.0,3
496,19970908,30.4166667,49.0667,199703,0.0,1
497,19970908,30.4166667,49.0667,199703,0.0,0
498,19970908,30.4166667,49.0667,199703,0.0,0
499,19970909,6.5527,81.6353,199703,0.0,2
500,19970909,-2.84,107.2383,199703,0.0,0
501,19970910,6.95,79.8432,199703,0.0,3
502,19970911,8.4933,-13.186,199703,0.0,2
503,19970912,22.2666667,114.2,199703,0.0,0
504,19970912,5.5,5.7167,199703,0.0,3
505,19970912,-2.2665,106.2837,199703,0.0,1
506,19970912,-5.1882,111.9896,199703,0.0,3
507,19970913,-2.6667,107.25,199703,0.0,2
508,19970914,10.25,-64.6267,199703,0.0,0
509,19970914,-5.4666667,105.1667,199703,0.0,1
510,19970915,-6.0166667,105.95,199703,0.0,1
511,19970916,-2.85,107.2833,199703,0.0,0
512,19970917,13.0931667,80.2932,199703,0.0,0
513,19970919,-22.8933333,-43.1667,199703,0.0,0
514,19970921,6.95,79.8432,199703,0.0,1
515,19970921,-0.05,-51.1667,199703,0.0,2
516,19970921,22.5265,88.3167,199703,0.0,2
517,19970922,-6.0886667,106.875,199703,0.0,1
518,19970925,6.95,79.8432,199703,0.0,0
519,19970926,12.6666667,101.1667,199703,0.0,3
520,19970927,-2.2666667,-79.9,199703,0.0,2
521,19970927,5.5,5.7167,199703,0.0,1
522,19970927,-6.0166667,105.95,199703,0.0,1
523,19970927,1.3303,104.4074,199703,0.0,3
524,19970927,14.6666667,-17.3667,199703,0.0,3
525,19970929,-3.2666667,-80.0,199703,0.0,0
526,19970929,12.6666667,101.1667,199703,0.0,3
527,19971001,-6.0166667,105.95,199704,0.0,1
528,19971001,-6.0886667,106.875,199704,0.0,2
529,19971006,13.0666667,100.8667,199704,0.0,2
530,19971006,17.975,-76.8382,199704,0.0,2
531,19971011,22.1283,114.3333,199704,0.0,3
532,19971018,14.5931667,121.0,199704,0.0,2
533,19971021,12.6666667,101.1667,199704,0.0,2
534,19971022,-22.8933333,-43.1667,199704,0.0,1
535,19971027,-5.9366667,106.0038,199704,0.0,1
536,19971027,7.2131,102.3791,199704,0.0,3
537,19971028,1.3666667,104.4333,199704,0.0,0
538,19971028,1.3303,104.4074,199704,0.0,2
539,19971029,-5.4666667,105.1667,199704,0.0,1
540,19971030,1.3833333,104.6,199704,0.0,0
541,19971103,1.1863333,103.635,199704,0.0,3
542,19971104,1.3666667,104.5417,199704,0.0,2
